CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,PVEM_MORENA_FXM_BC,PVEM_MORENA,PVEM_FXM_BC,MORENA_FXM_BC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1478,1,1,20,6,4,14,19,11,177,8,0,0,3,0,2,264,0,9,273,554
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1479,2,2,32,37,8,36,56,52,485,23,5,9,5,0,2,750,2,16,768,1428
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1480,1,1,15,7,14,9,23,24,195,13,3,4,2,0,3,312,0,14,326,680
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1481,2,2,17,21,6,27,39,46,406,25,9,1,2,0,3,602,3,26,631,1228
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1482,2,2,27,8,18,33,49,62,401,8,5,6,9,0,2,628,1,27,656,1317
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1483,2,2,19,15,7,16,36,32,271,11,2,1,6,0,2,418,1,15,434,869
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1701,1,1,16,12,1,6,8,21,157,5,1,1,3,0,1,232,0,12,244,505
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1702,2,2,20,17,6,26,27,28,269,17,7,3,2,0,4,426,0,26,452,930
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1703,1,1,20,20,20,13,15,14,135,8,8,1,2,0,0,256,0,14,270,499
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1704,1,1,9,6,2,10,26,18,184,8,2,1,4,0,2,272,3,12,287,521
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1705,1,1,9,7,6,23,24,20,253,5,5,3,3,0,1,359,0,17,376,714
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1706,1,1,17,12,1,10,21,16,106,8,5,1,3,0,1,201,0,10,211,459
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1707,2,2,11,18,8,18,17,33,348,11,14,4,5,0,3,490,0,21,511,1019
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1708,1,1,20,21,5,13,45,28,195,11,3,1,6,0,1,349,0,12,361,694
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1709,1,1,5,9,0,12,19,20,137,3,1,1,5,0,0,212,0,5,217,421
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1710,1,1,8,9,1,13,22,16,168,6,2,3,2,0,2,252,0,10,262,501
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1711,2,2,7,5,5,12,27,24,320,11,4,3,7,0,0,425,1,14,440,846
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1712,2,2,13,7,4,20,21,55,249,5,2,2,5,0,2,385,0,20,405,830
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1713,2,2,11,20,15,28,30,20,311,2,6,5,3,0,1,452,0,12,464,881
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1714,1,1,13,11,2,19,22,20,207,7,7,4,2,0,3,317,0,11,328,700
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1715,1,1,18,14,5,10,20,16,119,7,5,1,1,0,0,216,0,15,231,387
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1716,2,2,6,7,18,17,15,20,275,8,8,2,8,0,2,386,1,21,408,813
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1717,1,1,7,11,1,20,19,32,249,8,3,5,7,0,0,362,0,17,379,704
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1718,1,1,8,3,11,25,24,23,177,9,6,3,4,0,3,296,0,18,314,627
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1719,2,2,9,7,5,26,21,32,271,10,2,3,2,0,1,389,0,16,405,754
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1720,2,2,12,13,6,18,27,41,276,7,0,3,7,0,0,410,0,21,431,806
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1721,2,2,60,18,8,18,13,38,220,29,6,3,1,0,1,415,0,19,434,764
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1722,1,1,11,10,19,22,13,34,247,7,5,6,0,0,0,374,0,0,374,733
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1723,2,2,7,7,3,15,37,34,269,12,3,5,6,0,1,399,0,10,409,751
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1724,1,1,20,13,5,19,22,35,175,8,4,3,2,0,2,308,0,14,322,616
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1725,2,2,20,15,1,18,34,35,355,10,5,6,9,0,3,511,0,16,527,987
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1726,1,1,16,11,3,20,13,45,212,17,2,1,1,0,1,342,0,11,353,695
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1727,1,1,14,12,30,13,32,17,237,3,3,4,0,0,2,367,0,15,382,686
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1728,1,1,19,7,5,6,42,33,175,6,5,4,4,0,0,306,0,11,317,617
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1729,1,1,13,6,5,14,15,14,189,6,3,1,1,0,4,271,0,16,287,560
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1730,1,1,6,12,8,20,32,21,245,7,6,4,0,0,0,361,0,17,378,723
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1731,1,1,15,14,6,14,34,22,222,11,5,5,3,0,0,351,0,13,364,743
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1732,1,1,8,4,1,14,9,24,223,5,1,8,2,0,2,301,0,7,308,653
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1733,2,2,25,18,7,22,57,57,302,12,3,6,4,0,5,518,0,15,533,1015
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1734,2,2,5,6,2,15,26,34,385,3,4,7,3,0,1,491,0,21,512,1151
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1735,1,1,45,27,1,30,28,38,198,18,1,6,1,0,0,393,0,9,402,746
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1736,1,1,22,11,1,14,32,43,224,4,4,3,2,0,3,363,2,12,377,670
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1737,2,2,15,16,7,25,22,43,309,12,5,7,4,0,2,467,0,9,476,846
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1738,4,4,32,35,6,50,70,55,820,25,16,19,16,0,9,1153,1,25,1179,2835
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1739,2,2,15,12,7,20,25,30,325,17,2,7,1,0,2,463,0,43,506,1138
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1740,1,1,8,15,1,10,28,25,202,26,5,0,3,0,4,327,0,9,336,668
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1742,1,1,7,5,5,12,23,19,211,2,1,1,4,0,7,297,1,1,299,575
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1743,1,1,2,4,3,12,33,9,223,9,4,1,4,0,4,308,0,13,321,620
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1745,1,1,8,6,1,15,20,10,173,4,5,1,5,0,0,248,3,6,257,529
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1746,2,2,5,6,2,11,38,16,269,9,7,2,10,0,4,379,0,14,393,821
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1748,2,2,11,13,7,14,32,31,433,12,6,8,5,0,2,574,1,21,596,1165
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1749,2,2,17,17,7,14,22,16,355,7,3,6,3,0,2,469,0,17,486,974
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1750,3,3,22,34,8,36,35,55,548,19,14,4,8,0,2,785,4,37,826,950
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1752,1,1,3,9,2,12,12,6,179,2,3,9,2,0,2,241,0,13,254,452
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1753,1,1,3,1,1,11,8,10,174,7,3,4,1,0,4,227,0,6,233,421
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1754,1,1,10,8,3,20,31,18,236,3,7,7,0,0,2,345,1,9,355,660
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1755,1,1,5,8,3,12,15,6,198,4,0,8,8,0,2,269,0,7,276,563
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1756,1,1,23,5,3,12,16,9,109,2,1,0,0,0,1,181,0,15,196,410
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1757,1,1,15,14,11,10,21,15,174,7,5,4,0,0,2,278,0,8,286,523
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1758,1,1,4,6,0,10,8,4,97,6,0,2,3,0,0,140,0,3,143,288
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1759,1,1,28,15,2,20,14,24,251,10,2,0,2,0,2,370,3,5,378,675
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1760,2,2,16,15,5,15,29,46,197,10,0,2,1,0,0,336,0,20,356,287
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1761,2,2,31,30,2,34,30,43,319,12,6,13,3,0,5,528,0,18,546,1001
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1762,1,1,21,19,3,12,11,51,218,6,4,2,3,0,5,355,2,12,369,642
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1763,1,1,9,8,1,15,18,18,239,9,5,4,4,1,1,332,0,5,337,662
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1764,2,2,14,16,4,19,20,26,291,9,6,7,5,0,4,421,0,12,433,871
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1765,1,1,9,10,5,6,16,16,210,7,1,2,6,0,0,288,1,13,302,684
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1766,1,1,5,4,5,8,15,20,139,4,1,1,2,1,2,207,0,9,216,404
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1767,2,2,35,25,3,16,23,28,227,19,6,6,3,0,2,393,4,12,409,774
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1768,1,1,23,12,2,4,14,16,126,15,6,4,2,0,0,224,0,1,225,448
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1769,1,1,31,25,3,22,13,40,209,11,5,0,3,0,2,364,1,11,376,619
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1770,1,1,20,7,1,12,27,25,168,7,1,3,1,0,0,272,2,4,278,510
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1771,1,1,11,4,4,6,8,13,107,6,5,0,2,0,0,166,2,4,172,371
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1772,2,2,43,36,11,35,27,44,346,8,6,6,4,0,1,567,1,15,583,1078
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1773,1,1,13,25,0,10,21,45,184,10,6,3,1,0,1,319,1,6,326,565
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1774,2,2,16,14,5,25,24,26,371,21,7,4,4,0,7,524,0,8,532,1248
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1776,1,1,20,11,1,9,21,17,133,1,3,4,4,0,0,224,0,9,233,461
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1777,2,2,44,37,10,30,43,59,394,20,9,7,4,0,1,658,1,22,681,1247
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1778,2,2,24,23,0,20,25,28,323,4,9,8,1,0,0,465,0,15,480,917
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1779,1,1,31,13,2,14,41,25,224,9,5,5,3,0,5,377,1,11,389,712
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1780,3,3,54,28,3,35,54,59,653,22,11,13,5,2,3,942,2,28,972,2022
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1781,1,1,15,3,2,11,10,36,114,5,3,5,6,1,0,211,3,6,220,434
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1782,1,1,14,12,3,8,18,20,191,8,1,2,6,0,0,283,2,8,293,613
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1783,3,3,29,24,6,32,47,40,459,19,12,8,10,3,5,694,0,18,712,1637
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1784,2,2,14,12,2,22,37,33,299,12,7,7,2,0,5,452,1,18,471,1015
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1785,2,2,21,27,9,27,34,40,448,15,4,8,7,0,2,642,2,29,673,1322
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1789,1,1,7,7,2,18,19,17,154,2,4,4,4,0,0,238,1,22,261,639
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1791,2,2,5,10,1,13,30,25,294,6,3,7,3,0,2,399,0,27,426,924
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1793,1,1,4,1,1,10,26,7,107,4,1,2,1,0,0,164,0,6,170,390
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1794,1,1,10,11,2,19,27,15,191,7,3,8,3,2,0,298,0,22,320,680
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1795,1,1,9,6,0,17,19,21,245,10,5,2,1,0,2,337,0,12,349,720
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1796,3,3,13,12,3,35,43,38,518,11,9,15,10,0,2,709,4,29,742,1922
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1797,1,1,9,6,0,14,23,26,186,2,5,1,0,6,2,280,0,11,291,591
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1798,2,2,6,9,2,24,29,23,370,6,5,0,2,0,2,478,0,11,489,1176
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1799,2,2,7,14,3,23,37,26,302,5,0,6,4,0,2,429,0,4,433,969
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1800,8,8,46,40,14,79,127,111,1488,33,19,26,22,1,14,2020,4,65,2089,5709
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1801,1,1,5,7,3,16,19,13,144,1,2,1,4,0,4,219,1,9,229,493
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1802,1,1,8,5,1,14,20,9,226,4,4,0,1,0,3,295,0,13,308,651
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1803,1,1,8,8,7,11,15,6,198,6,1,2,4,0,3,269,0,10,279,619
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1804,6,6,18,40,7,77,120,74,1124,33,10,25,17,0,16,1561,4,66,1631,4407
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1805,1,1,1,1,0,9,8,5,128,7,2,0,2,0,0,163,0,9,172,396
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1806,2,2,14,10,6,30,33,14,291,9,6,2,6,0,6,427,0,20,447,980
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1891,2,2,13,10,0,18,38,23,308,14,1,5,11,0,2,443,1,28,472,1235
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1915,1,1,4,3,1,10,13,8,199,4,4,8,2,0,2,258,0,5,263,509
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1916,1,1,3,2,0,11,27,12,183,6,7,7,5,0,2,265,0,7,272,545
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1918,1,1,5,2,0,14,12,11,167,5,2,2,5,0,2,227,0,16,243,499
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1919,1,1,2,7,1,6,22,8,110,1,5,1,4,0,0,167,0,16,183,430
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1920,1,1,4,1,1,5,8,4,95,3,4,3,1,0,0,129,0,8,137,266
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1921,1,1,4,3,3,12,16,10,189,10,1,7,3,0,1,259,0,16,275,557
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1923,1,1,2,11,0,17,15,13,149,6,5,2,4,0,3,227,0,5,232,474
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1924,1,1,3,7,2,9,11,12,116,3,1,0,3,1,0,168,0,9,177,310
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1925,1,1,2,4,1,16,20,11,145,10,2,1,7,0,0,219,0,12,231,494
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1926,1,1,4,7,2,20,15,11,201,10,2,1,2,0,1,276,0,14,290,577
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1927,1,1,5,7,0,7,13,22,146,8,5,1,2,0,0,216,1,7,224,405
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1928,1,1,1,2,0,7,14,7,136,0,1,6,6,0,1,181,0,6,187,412
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1929,1,1,7,2,0,11,16,6,152,6,5,1,2,0,0,208,0,8,216,460
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1930,1,1,3,2,1,8,11,21,135,2,3,0,4,0,2,192,0,0,192,439
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1931,1,1,4,1,1,10,16,15,163,2,1,3,5,0,2,223,0,10,233,463
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1933,1,1,6,6,1,8,10,8,111,5,4,2,3,0,3,167,0,12,179,349
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1934,1,1,1,1,2,5,11,15,190,5,3,3,1,0,0,237,0,12,249,518
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1935,1,1,5,8,1,8,16,12,164,5,1,3,5,0,3,231,0,8,239,462
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1936,1,1,5,7,1,13,20,10,215,7,0,1,4,0,1,284,0,13,297,619
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1937,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1938,7,7,39,47,6,63,98,92,1093,28,16,13,25,0,11,1531,0,49,1580,4525
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1939,2,2,13,18,1,18,40,32,400,14,7,8,7,0,4,562,0,29,591,1303
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1940,2,2,7,17,0,23,24,24,314,11,7,1,7,0,5,440,2,20,462,1082
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1941,2,2,7,18,3,14,20,28,269,5,5,2,5,1,3,380,0,17,397,1164
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,1942,1,1,6,11,0,14,8,14,140,2,0,2,3,0,2,202,1,16,219,748
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2108,4,4,18,22,3,38,43,57,651,21,7,11,16,0,5,892,6,25,923,2659
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2109,3,3,9,14,4,16,28,31,505,30,3,13,4,1,10,668,2,29,699,1975
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2110,2,2,3,11,0,11,18,13,254,6,2,7,1,0,2,328,0,11,339,1387
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2111,2,2,8,9,1,19,15,30,346,3,4,7,4,0,3,449,0,18,467,1310
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2112,3,3,15,24,6,34,47,25,527,10,8,8,12,0,1,717,0,21,738,1945
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2113,2,2,10,10,3,19,17,22,335,8,3,5,1,0,1,434,0,8,442,1333
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2114,4,4,18,25,5,28,34,42,606,22,8,9,11,0,2,810,4,24,838,2267
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2115,4,4,17,17,5,39,40,43,753,12,12,19,10,0,9,976,1,51,1028,2946
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2116,2,2,7,10,3,19,24,17,386,11,4,10,7,0,3,501,0,25,526,1365
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2117,3,3,19,33,5,40,50,64,526,23,7,3,9,0,1,780,0,34,814,2191
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2118,5,5,33,29,7,39,55,51,802,24,9,14,11,0,9,1083,2,38,1123,3033
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2119,3,3,15,18,5,27,30,46,554,9,8,10,9,0,4,735,0,11,746,2225
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2120,3,3,7,16,6,24,29,21,474,12,6,7,3,2,3,610,0,23,633,1989
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2121,2,2,10,13,2,16,16,24,318,7,4,10,7,2,1,430,0,27,457,1392
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2122,2,2,13,16,5,20,13,14,365,8,6,4,4,0,3,471,0,12,483,1390
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2123,3,3,6,8,1,24,32,22,519,12,8,18,4,0,7,661,0,18,679,2184
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2124,4,4,5,24,2,37,27,28,553,15,10,14,9,0,5,729,0,25,754,2314
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,2125,3,3,10,13,3,17,20,27,376,8,6,6,2,0,6,494,0,17,511,1516
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,1,4,5
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,1,5,5,806,65,39,64,50,129,306,200,88,0,0,0,0,1747,2,29,1778,2400
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,2,3,3,399,20,13,20,7,29,86,34,22,0,0,0,0,630,0,13,643,1572
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,3,3,3,87,30,13,38,102,48,444,35,54,0,0,0,0,851,0,47,898,1979
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,4,3,3,69,21,27,36,78,68,434,43,53,0,0,0,0,829,0,61,890,1937
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,5,1,1,37,14,5,3,19,22,94,27,31,0,0,0,0,252,1,22,275,528
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,6,3,3,90,15,18,23,78,58,390,34,55,0,0,0,0,761,0,59,820,1665
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,7,1,1,33,4,5,17,35,23,177,9,17,0,0,0,0,320,1,27,348,704
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,8,3,3,120,21,18,26,46,58,337,54,78,0,0,0,0,758,0,39,797,1591
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,9,2,2,101,21,10,16,79,29,217,26,42,0,0,0,0,541,1,40,582,1171
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,10,2,2,146,21,12,16,36,45,229,63,33,0,0,0,0,601,0,34,635,1074
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,11,4,4,355,54,40,56,71,137,458,129,113,0,0,0,0,1413,1,87,1501,2696
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,19,2,2,177,29,18,28,63,65,228,62,46,0,0,0,0,716,0,50,766,1359
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,20,3,3,282,33,24,47,38,91,243,95,61,0,0,0,0,914,0,32,946,1517
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,21,2,2,125,13,12,13,20,33,147,31,33,0,0,0,0,427,1,29,457,840
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,22,2,2,217,30,23,15,18,41,196,58,44,0,0,0,0,642,1,27,670,1031
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,23,2,2,474,29,17,19,13,42,132,48,38,0,0,0,0,812,1,27,840,1287
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,24,2,2,202,37,16,26,20,51,209,60,36,0,0,0,0,657,3,49,709,1250
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,25,2,2,192,23,8,17,26,38,140,53,44,0,0,0,0,541,3,33,577,980
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,26,2,2,194,14,15,18,17,42,146,37,29,0,0,0,0,512,3,26,541,863
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,27,2,2,182,27,17,17,38,40,206,53,41,0,0,0,0,621,0,44,665,1064
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,28,1,1,53,12,8,10,40,20,119,15,22,0,0,0,0,299,4,14,317,573
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,29,2,2,176,14,12,16,27,35,181,46,39,0,0,0,0,546,0,37,583,968
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,41,2,2,120,17,16,26,37,48,189,44,42,0,0,0,0,539,1,27,567,1041
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,42,2,2,131,24,16,41,30,61,224,55,50,0,0,0,0,632,2,34,668,1092
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,43,2,2,190,36,16,19,24,41,162,35,38,0,0,0,0,561,2,48,611,956
